,0,1,2,3,4
209,2.0,0.0,12.694444,0.74,0.39317199999999997
210,1.0,0.0,12.194444,0.72,0.373345
211,1.0,0.0,12.083333,0.71,0.367793
212,1.0,0.0,10.616667,0.74,0.32881900000000003
213,1.0,0.0,9.533333,0.76,0.28525900000000004
214,2.0,0.0,9.972222,0.71,0.273012
215,1.0,0.0,4.911111,0.91,0.166968
216,1.0,0.0,7.9166669999999995,0.78,0.21818
217,1.0,0.0,7.383333,0.82,0.196626
218,2.0,0.0,7.972222,0.82,0.22461199999999998
219,3.0,0.0,8.816667,0.84,0.251463
220,2.0,0.0,8.794444,0.84,0.234996
221,3.0,0.0,7.888889,0.89,0.201478
222,3.0,0.0,7.8,0.96,0.211654
223,3.0,0.0,7.822222,0.95,0.228604
224,3.0,0.0,7.944444,0.95,0.24605500000000002
225,3.0,0.0,8.077778,0.94,0.233667
226,3.0,0.0,10.227778,0.81,0.329519
227,3.0,0.0,11.361111,0.74,0.351876
228,2.0,0.0,12.45,0.7,0.376737
229,1.0,0.0,12.916667,0.67,0.383961
230,1.0,0.0,12.55,0.62,0.361892
231,1.0,0.0,12.383333,0.69,0.372515
232,1.0,0.0,10.227778,0.75,0.31859499999999996
233,1.0,0.0,9.227778,0.78,0.26993
234,0.0,0.0,7.8277779999999995,0.87,0.24049099999999998
235,0.0,0.0,6.677778,0.91,0.21088200000000001
236,0.0,0.0,6.122222,0.91,0.188028
237,1.0,0.0,5.3277779999999995,0.95,0.164487
238,0.0,0.0,4.355556,0.95,0.105191
239,2.0,0.0,9.272222,0.89,0.311936
240,1.0,0.0,4.261111,0.92,0.121799
241,1.0,0.0,3.2166669999999997,0.92,0.083446
242,1.0,0.0,3.905556,0.92,0.10974300000000001
243,4.0,0.0,2.7111110000000003,0.96,0.055529999999999996
244,4.0,0.0,3.816667,1.0,0.115008
245,0.0,0.0,6.883333,0.93,0.205933
246,2.0,0.0,8.938889,0.88,0.258881
247,2.0,0.0,11.205556,0.79,0.357031
248,2.0,0.0,12.85,0.7,0.388841
249,2.0,0.0,13.961110999999999,0.63,0.405068
250,2.0,0.0,14.977778,0.51,0.402573
251,3.0,0.0,14.027778,0.57,0.39202
252,2.0,0.0,15.022222,0.51,0.403767
253,2.0,0.0,15.044444,0.54,0.41239799999999993
254,3.0,0.0,15.088889000000002,0.5,0.402873
