,1,2,3,4,5
220,2,0,108.794444,0.84,2349.96
221,3,0,107.888889,0.89,2014.78
222,3,0,107.8,0.96,2116.54
223,3,0,107.822222,0.95,2286.04
224,3,0,107.944444,0.95,2460.55
225,3,0,108.077778,0.94,2336.67
226,3,0,110.227778,0.81,3295.19
227,3,0,111.361111,0.74,3518.76
228,2,0,112.45,0.7,3767.37
229,1,0,112.916667,0.67,3839.61
230,1,0,112.55,0.62,3618.92
231,1,0,112.383333,0.69,3725.15
232,1,0,110.227778,0.75,3185.95
233,1,0,109.227778,0.78,2699.3
234,0,0,107.827778,0.87,2404.91
235,0,0,106.677778,0.91,2108.82
236,0,0,106.122222,0.91,1880.28
237,1,0,105.327778,0.95,1644.87
238,0,0,104.355556,0.95,1051.91
239,2,0,109.272222,0.89,3119.36
240,1,0,104.261111,0.92,1217.99
241,1,0,103.216667,0.92,834.46
242,1,0,103.905556,0.92,1097.43
243,4,0,102.711111,0.96,555.3
244,4,0,103.816667,1,1150.08
245,0,0,106.883333,0.93,2059.33
246,2,0,108.938889,0.88,2588.81
247,2,0,111.205556,0.79,3570.31
248,2,0,112.85,0.7,3888.41
249,2,0,113.961111,0.63,4050.68
250,2,0,114.977778,0.51,4025.73
251,3,0,114.027778,0.57,3920.2
252,2,0,115.022222,0.51,4037.67
253,2,0,115.044444,0.54,4123.98
254,3,0,115.088889,0.5,4028.73
255,3,0,114.95,0.51,4018.26
256,3,0,113.816667,0.59,3910.39
257,3,0,112.916667,0.64,3770.63
258,3,0,113.838889,0.59,3916.68
259,3,0,112.755556,0.69,3837.13
260,3,0,112.65,0.74,3917.96
261,3,0,111.688889,0.8,3745.12
262,3,0,110.627778,0.88,3556.48
263,3,0,105.666667,0.91,1601.68
264,3,0,110.05,0.92,3434.69
265,3,0,109.977778,0.93,3427.77
266,3,0,109.777778,0.95,3324.45
267,3,0,108.661111,0.99,3067.94
268,3,0,107.55,0.95,2049.82
269,3,0,107.233333,0.93,2046.93
270,3,0,106.044444,0.92,1376.53
271,3,0,106.094444,0.85,1371.17
272,3,0,106.116667,0.82,1355.23
273,3,0,106.066667,0.86,1452.15
274,3,0,106.038889,0.93,1502.99
275,3,0,106.888889,0.93,1733.92
276,3,0,107.061111,0.86,1855.89
277,3,0,106.038889,0.93,1440.01
278,3,0,106.072222,0.93,1439.05
279,3,0,105.044444,0.93,1047.8
280,3,0,105.022222,0.92,1190.46
281,3,0,105.033333,0.93,1176.62
282,3,0,105,0.93,1277.78
283,3,0,104.977778,0.93,1177.58
284,3,0,104.933333,0.87,1077.17
285,3,0,104.466667,0.92,981.61
286,3,0,104.444444,0.92,963.57
287,0,0,104.011111,0.83,823.4
288,3,0,104.905556,0.86,1117.39
289,3,0,104.883333,0.83,1178.09
290,3,0,104.388889,0.89,953.19
291,3,0,104.838889,0.86,1014.39
292,3,0,104.811111,0.83,1025.18
293,2,0,104.944444,0.84,1013.49
294,2,0,107.2,0.65,1669.2
295,1,0,107.777778,0.67,1902.46
296,2,0,108.727778,0.64,2244.54
297,2,0,108.983333,0.57,2101.38
298,1,0,110,0.5,2282.85
299,2,0,110.094444,0.55,2785.06
300,1,0,111.061111,0.46,2874.56
301,1,0,110.138889,0.42,2562.71
302,1,0,111.011111,0.42,2783.17
303,1,0,110.116667,0.49,2683.14
304,1,0,107.916667,0.57,2212.39
305,1,0,107.333333,0.63,2127.69
306,1,0,105.05,0.75,1573.08
307,0,0,103.933333,0.76,995.53
308,1,0,104.094444,0.77,1051.95
309,1,0,103.8,0.82,986.28
310,0,0,102.688889,0.85,417.11
311,0,0,105.066667,0.81,1450.7
312,0,0,102.6,0.85,586.34
313,1,0,101.583333,0.92,243.03
314,1,0,102.155556,0.9,729.01
315,0,0,100.955556,0.92,326.57
316,0,0,100.955556,0.92,326.57
317,0,0,105.594444,0.82,1812.38
318,0,0,109.822222,0.66,2600.22
319,0,0,111.072222,0.54,3035.12
320,1,0,111.055556,0.48,2912.48
321,1,0,112.244444,0.43,3116.7
322,1,0,112.85,0.41,3225.09
323,1,0,112.888889,0.38,3166.03
324,1,0,112.916667,0.4,3218.83
325,1,0,113.888889,0.46,3609.44
326,1,0,113.022222,0.48,3430.57
327,0,0,112.383333,0.49,3284.31
328,0,0,110.205556,0.57,2852.04
329,0,0,109.144444,0.62,2484.7
330,0,0,107.827778,0.68,2082.48
331,0,0,107.733333,0.65,2115.46
332,0,0,107.144444,0.69,1997.95
333,0,0,106.016667,0.74,1672.49
334,0,0,105.461111,0.76,1494.17
335,1,0,108.244444,0.72,2178.84
336,0,0,103.838889,0.82,977.28
337,0,0,102.244444,0.91,763.07
338,0,0,102.022222,0.93,386.48
339,0,0,102.172222,0.92,223.09
340,0,0,103.661111,0.89,769.09
341,0,0,106.111111,0.79,1553.27
342,1,0,110.005556,0.66,2956.44
343,0,0,112.244444,0.52,3312.86
344,0,0,112.938889,0.5,3454.68
345,1,0,113.983333,0.5,3733.55
346,1,0,115.094444,0.44,3869.01
347,1,0,116.25,0.43,4136.28
348,2,0,117.266667,0.41,4333.59
349,2,0,117.288889,0.38,4246.84
350,3,0,117.388889,0.37,4240.45
351,2,0,117.288889,0.38,4246.84
352,1,0,115.088889,0.44,3867.58
353,1,0,111.711111,0.58,3293.63
354,1,0,111.161111,0.61,3198.55
355,1,0,110.027778,0.68,2998.71
356,1,0,110.138889,0.65,2977.79
357,1,0,110.422222,0.62,3005.35
358,1,0,109.911111,0.66,2582.17
359,2,0,111.183333,0.8,3583.14
360,1,0,107.155556,0.79,1943.58
361,1,0,106.111111,0.82,1770.08
362,1,0,106.788889,0.83,1801.52
363,2,0,107.261111,0.85,2044.4
364,2,0,107.8,0.83,2170.7
365,2,0,109.872222,0.78,2820.76
366,2,0,112.222222,0.72,3741.96
367,2,0,115.094444,0.61,4325.77
368,2,0,117.355556,0.52,4695.72
369,2,0,119.005556,0.46,4939.16
370,2,0,120.044444,0.4,4995.08
371,2,0,121.05,0.4,5245.66
372,2,0,121.183333,0.37,5165.77
373,2,0,120.116667,0.4,5013.07
374,2,0,120.216667,0.36,4894.05
375,2,0,120,0.43,5090.8
376,2,0,117.8,0.5,4752.6
377,2,0,116.061111,0.53,4374.08
378,2,0,115.022222,0.55,4144.63
379,3,0,114.422222,0.58,4056.11
380,3,0,114.255556,0.59,4034.61
381,3,0,113.772222,0.6,3922.33
382,3,0,113.283333,0.63,3854.03
383,3,0,108.633333,0.87,2346.66
384,3,0,111.25,0.83,3664.58
385,3,0,111.183333,0.89,3762.3
386,3,0,110.694444,0.95,3712.04
387,2,0,111.111111,0.93,3817.11
388,2,0,111.111111,0.93,3817.11
389,1,0,112.166667,0.82,3941.51
390,1,0,112.755556,0.79,4064.18
391,1,0,113.838889,0.84,4532.51
392,1,0,116.183333,0.73,4983.5
393,2,0,117.516667,0.67,5207
394,2,0,117.383333,0.67,5167.37
395,2,0,117.361111,0.71,5284.38
396,2,0,117.205556,0.74,5328.9
397,2,0,115.633333,0.81,5036.75
398,3,0,113.577778,0.9,4592
399,4,0,110.911111,0.86,3612.45
400,4,0,108.8,0.99,2496.27
401,3,0,108.961111,0.93,2531.7
402,3,0,108.2,0.96,2233.8
403,3,0,107.688889,0.96,1990.55
404,3,0,107.766667,0.96,2165.96
405,4,0,108.2,0.96,2315.21
406,4,0,108.177778,0.93,2155.71
407,2,0,107.311111,0.82,2185.83
408,3,0,107.644444,0.93,2178.62
409,3,0,106.622222,0.93,1586.96
410,3,0,106.683333,0.93,1701.48
411,3,0,106.088889,0.93,1329.31
412,3,0,106.066667,0.93,1322.63
413,2,0,106.144444,0.93,1312.13
414,2,0,107.133333,0.8,1573.52
415,3,0,107.205556,0.86,1728.05
416,2,0,107.566667,0.84,1819.56
417,2,0,108.9,0.77,2215.05
418,2,0,109.961111,0.71,2527.2
419,2,0,109.888889,0.71,2501.83
420,2,0,111.066667,0.71,3368.47
421,3,0,110.116667,0.76,3169.35
422,3,0,111.038889,0.66,3261.77
423,3,0,110.65,0.7,3222.69
424,3,0,110.05,0.7,3041.13
425,2,0,109.9,0.66,2602.69
426,3,0,108.794444,0.71,2375.86
427,2,0,107.827778,0.72,2025.76
428,3,0,107.855556,0.72,2139.72
429,2,0,107.316667,0.75,2106.95
430,3,0,107.244444,0.75,2063.69
431,1,0,105.438889,0.88,1820.07
432,3,0,107.2,0.76,1840.52
433,3,0,106.688889,0.7,1490.3
434,3,0,106.211111,0.73,1371.19
435,3,0,106.111111,0.76,1395.84
436,3,0,106.111111,0.76,1339.27
437,3,0,106.172222,0.76,1424.55
438,3,0,107.222222,0.71,1682.54
439,3,0,107.288889,0.73,1775.79
440,3,0,107.405556,0.72,1870.98
441,3,0,107.961111,0.7,2123.24
442,3,0,108.033333,0.7,2362.8
443,3,0,109.077778,0.65,2666.14
444,3,0,109.05,0.62,2609.66
445,3,0,109.05,0.65,2657.99
446,3,0,109.183333,0.65,2697.14
447,3,0,109.072222,0.7,2500.65
448,3,0,107.983333,0.75,2304.23
449,3,0,108.072222,0.75,2259.24
450,3,0,107.894444,0.82,2271.32
451,3,0,107.311111,0.83,1973.44
452,2,0,107.338889,0.84,2050.64
453,2,0,106.622222,0.85,1767.24
454,1,0,106.066667,0.88,1585.82
455,1,0,108.338889,0.88,2790.53
456,2,0,105.183333,0.91,1579.96
457,2,0,103.722222,0.94,1085.84
458,2,0,104.855556,0.93,1470.54
459,4,0,105.211111,0.92,1780.95
460,3,0,106.255556,0.92,1861.64
461,2,0,107.794444,0.87,2305.06
462,2,0,110.05,0.76,3148.46
463,2,0,112.2,0.66,3604.86
464,2,0,112.7,0.63,3684.78
465,1,0,113.933333,0.58,3918.61
466,1,0,115.094444,0.59,4272.03
467,2,0,115.15,0.5,4045.05
468,1,0,116.177778,0.44,4146.69
469,1,0,116.25,0.55,4483.38
470,1,0,116.294444,0.5,4350.62
471,1,0,116.1,0.56,4470.65
472,1,0,112.955556,0.68,3874.23
473,2,0,113.85,0.64,4043.09
474,2,0,112.777778,0.69,3843.81
475,2,0,112.15,0.72,3719.84
476,2,0,110.677778,0.81,3440.17
477,2,0,110.444444,0.83,3402.17
478,2,0,109.822222,0.8,3090.08
479,2,0,111.027778,0.74,3415.52
480,2,0,107.138889,0.93,2452.49
481,2,0,107.622222,0.89,2231.59
482,2,0,107.627778,0.86,2357.11
483,2,0,107.044444,0.86,1969.93
484,1,0,108.6,0.84,2561.02
485,1,0,109.65,0.84,2789.38
486,1,0,112.105556,0.72,3706.24
487,1,0,112.777778,0.71,3889.3
488,1,0,113.811111,0.65,4056.32
489,1,0,116.016667,0.48,4219.43
490,1,0,117.127778,0.47,4481.65
491,1,0,117.144444,0.43,4363.95
492,2,0,117.777778,0.4,4430.22
493,2,0,117.777778,0.37,4335.29
494,2,0,117.805556,0.43,4532.23
495,2,0,116.155556,0.52,4371.05
496,2,0,114.05,0.63,4076.47
497,2,0,113.088889,0.67,3890.8
498,2,0,112.288889,0.72,3762.37
499,3,0,112.777778,0.66,3775.58
500,3,0,112.727778,0.67,3783.46
501,3,0,112.266667,0.69,3690.06
502,3,0,111.711111,0.71,3564.63
503,1,0,110.827778,0.86,3584.86
504,3,0,112.2,0.59,3452.84
505,3,0,112.2,0.6,3474.56
506,3,0,111.688889,0.68,3495.45
507,3,0,111.205556,0.77,3530.42
508,2,0,111.133333,0.77,3507.67
509,2,0,111.438889,0.77,3603.94
510,2,0,113.033333,0.81,4199.08
511,2,0,117.244444,0.62,4972.61
512,2,0,117.738889,0.53,4831.01
513,3,0,117.844444,0.56,4955.05
514,2,0,118.861111,0.56,5237.35
515,3,0,118.666667,0.56,5183.36
516,3,0,117.822222,0.56,4948.87
517,3,0,117.8,0.59,5037.76
518,2,0,117.35,0.57,4848.63
519,2,0,116.066667,0.67,4775.98
520,2,0,114.933333,0.73,4598.57
521,2,0,113.922222,0.78,4411.12
522,2,0,112.755556,0.84,4177.7
523,2,0,112.755556,0.84,4177.7
524,2,0,112.372222,0.86,4096.2
525,2,0,111.183333,0.93,3841.92
526,2,0,111.666667,0.9,3945.67
527,1,0,108.977778,0.95,2836.58
528,2,0,110.577778,0.93,3633.89
529,2,0,110.533333,0.89,3543.62
530,2,0,110.588889,0.87,3524.62
531,2,0,109.983333,0.89,3240.85
532,2,0,111.022222,0.86,3649.24
533,1,0,113.538889,0.75,4217.36
534,1,0,113.888889,0.68,4153.33
535,1,0,115,0.67,4458.9
536,1,0,117.183333,0.57,4802.05
537,2,0,116.2,0.62,4671.43
538,2,0,117.75,0.56,4928.82
539,2,0,118.405556,0.54,5045.33
540,1,0,117.822222,0.59,5044.05
541,1,0,117.311111,0.57,4837.76
542,1,0,117.505556,0.55,4829.78
543,2,0,117.266667,0.54,4733.14
544,2,0,115.138889,0.61,4338.5
545,2,0,113.25,0.69,3985.86
546,1,0,112.294444,0.72,3764.07
547,1,0,110.7,0.79,3409.23
548,1,0,109.855556,0.85,3168.6
549,1,0,109.522222,0.88,2908.58
550,1,0,108.405556,0.92,2872.68
551,2,0,113.011111,0.82,4215.08
552,1,0,107.733333,0.96,2698.01
553,1,0,106.138889,0.96,2141.74
554,1,0,106.472222,0.95,2246.51
555,4,0,106.627778,0.96,2312.3
556,0,0,108.688889,0.93,2984.98
557,1,0,111.994444,0.81,3864.37
558,1,0,113.766667,0.78,4361.83
559,1,0,115.088889,0.77,4753.91
560,1,0,116.455556,0.68,4920.87
561,1,0,117.311111,0.62,4991.83
562,1,0,117.872222,0.64,5217.26
563,1,0,119.038889,0.47,4981.72
564,1,0,118.977778,0.51,5100.85
565,1,0,119.005556,0.55,5243.63
566,2,0,119.011111,0.53,5177.49
567,2,0,117.866667,0.64,5215.64
568,2,0,117.266667,0.62,4979.02
569,2,0,116.188889,0.61,4639.41
570,2,0,114.883333,0.72,4556.68
571,2,0,114.327778,0.75,4463.1
572,3,0,114.511111,0.75,4520.21
573,3,0,114.372222,0.75,4476.95
574,3,0,114.877778,0.72,4554.98
575,4,0,110.405556,0.92,3556.2
576,3,0,112.822222,0.83,4176.71
577,3,0,112.8,0.85,4215.04
578,3,0,112.827778,0.86,4247.02
579,3,0,112.266667,0.85,4039.41
580,3,0,112.266667,0.85,4039.41
581,2,0,112.183333,0.82,3946.91
582,3,0,112.172222,0.8,3899.98
583,3,0,112.711111,0.83,4140.52
584,2,0,115.605556,0.78,4944.46
585,2,0,116.022222,0.78,5076.48
586,2,0,117.2,0.67,5112.87
587,3,0,117.216667,0.71,5240.41
588,2,0,117.827778,0.69,5362.95
589,2,0,117.827778,0.69,5362.95
590,1,0,117.733333,0.69,5334.54
591,2,0,116.272222,0.71,4952.94
592,3,0,113.166667,0.93,4523.28
593,3,0,113.255556,0.93,4553.81
594,3,0,113.011111,0.93,4469.84
595,2,0,112.455556,0.91,4234.64
596,2,0,112.488889,0.9,4223.74
597,1,0,111.827778,0.92,4042.26
598,4,0,110.761111,0.91,3658.56
599,2,0,112.155556,0.95,4219.19
600,4,0,109.672222,0.94,3256.56
601,4,0,108.15,0.94,2641.7
602,4,0,110.2,0.95,3540.42
603,4,0,110.116667,0.99,3583.53
604,4,0,110.161111,0.99,3599.27
605,4,0,111.244444,0.98,3962.99
606,4,0,112.244444,0.99,4337.23
607,3,0,113.911111,0.92,4754.26
608,1,0,115.616667,0.82,5059.18
609,1,0,115.072222,0.86,4990.11
610,1,0,115.072222,0.82,4882.8
611,3,0,114.266667,0.87,4748.8
612,2,0,116.016667,0.81,5160.25
613,3,0,115.027778,0.86,4975.4
614,3,0,113.944444,0.89,4691.19
615,3,0,112.916667,0.95,4483.37
616,3,0,112.894444,0.95,4475.66
617,3,0,112.4,0.98,4370.26
618,0,0,112.266667,0.99,4345.1
619,2,0,112.222222,0.96,4264.09
620,2,0,111.25,0.96,3924.9
621,2,0,111.527778,0.96,4021.81
622,4,0,111.538889,0.96,4025.69
623,4,0,109.438889,0.96,3190.31
624,3,0,111.438889,0.96,3990.8
625,3,0,111.394444,0.96,3975.29
626,3,0,111.527778,0.96,4021.81
627,4,0,111.95,0.93,4105.3
628,4,0,111.972222,1,4262.11
629,4,0,112.633333,0.96,4407.52
630,3,0,112.755556,0.96,4450.16
631,3,0,113.844444,0.9,4682.19
632,3,0,113.172222,0.94,4548.63
633,2,0,115.066667,0.86,4988.27
634,1,0,117.244444,0.75,5371.64
635,1,0,116.316667,0.76,5111.69
636,1,0,117.383333,0.74,5383.97
637,2,0,115.272222,0.76,4784.48
638,1,0,117.455556,0.72,5344.19
639,1,0,116.222222,0.77,5110.97
640,1,0,115.083333,0.82,4886.4
641,1,0,113.994444,0.88,4683.1
642,1,0,112.172222,0.92,4159.98
643,4,0,111.088889,0.95,3848.95
644,4,0,111.094444,0.95,3850.88
645,4,0,109.883333,0.96,3448.1
646,0,0,109.355556,0.96,3137.98
647,0,0,109.861111,0.96,3440.34
648,4,0,108.272222,0.99,2930.19
649,4,0,108.866667,0.96,3093.4
650,4,0,108.816667,0.96,3075.96
651,4,0,107.155556,1,2547.38
652,4,0,108.85,0.99,3134.85
653,4,0,111.177778,0.93,3840.01
654,2,0,112.388889,0.98,4366.34
655,2,0,114.144444,0.88,4733.3
656,1,0,117.1,0.72,5235.34
657,1,0,118.938889,0.64,5528.64
658,1,0,117.916667,0.68,5357.8
659,1,0,119.983333,0.53,5442.26
660,1,0,120.072222,0.62,5788.03
661,1,0,120.072222,0.56,5573.65
662,1,0,120.083333,0.58,5648.24
663,1,0,119.088889,0.63,5538.45
664,1,0,117.45,0.62,5031.88
665,1,0,115.566667,0.74,4821.31
666,0,0,112.494444,0.91,4247.86
667,0,0,112.244444,0.89,4119.28
668,0,0,111.416667,0.92,3901.76
669,0,0,110.555556,0.95,3663.83
670,0,0,110.466667,0.93,3595.72
671,1,0,110.25,0.95,3557.78
672,0,0,109.355556,0.96,3263.97
673,4,0,108.311111,0.96,2899.58
674,4,0,108.811111,0.96,3074.02
675,4,0,108.733333,0.93,2862.83
676,1,0,111.933333,0.93,4099.58
677,1,0,114.516667,0.84,4754.5
678,1,0,118.733333,0.68,5602.02
679,1,0,120.027778,0.6,5703.91
680,1,0,121.038889,0.55,5804.63
681,1,0,120.738889,0.46,5389.62
682,1,0,122.316667,0.48,5879.1
683,1,0,122.111111,0.5,5903.67
684,1,0,122.733333,0.38,5584.22
685,1,0,122.777778,0.37,5554.59
686,1,0,121.216667,0.41,5324.96
687,1,0,120.183333,0.45,5209.32
688,1,0,118.011111,0.68,5386.04
689,1,0,117.422222,0.65,5116.91
690,1,0,113.961111,0.82,4522.84
691,1,0,113.288889,0.89,4470.65
692,1,0,112.322222,0.89,4145.44
693,1,0,111.116667,0.95,3858.59
694,1,0,110.533333,0.95,3656.12
695,0,0,112.383333,0.8,3967.62
696,1,0,109.861111,0.96,3440.34
697,1,0,108.872222,0.95,3079.55
698,1,0,108.672222,0.94,2994.69
699,4,0,107.688889,1,2737.24
700,0,0,110.911111,0.99,3864.93
701,0,0,114.838889,0.82,4807.21
702,0,0,118.8,0.65,5521.56
703,0,0,121.094444,0.49,5594.67
704,1,0,122.027778,0.49,5842.21
