1,2,3,4,5
2,0,108.377778,0.83,0.259144
2,0,107.783333,0.89,0.239512
2,0,108.866667,0.83,0.288823
2,0,109.044444,0.82,0.293004
3,0,107.866667,0.95,0.23651
3,0,107.861111,0.99,0.250119
3,0,107.994444,0.99,0.25002
3,0,107.822222,0.96,0.23908
3,0,108.794444,0.9,0.259662
3,0,108.855556,0.9,0.269714
2,0,109.961111,0.84,0.311235
2,0,110.033333,0.83,0.326826
2,0,110.85,0.81,0.349565
2,0,111.027778,0.86,0.365108
2,0,111.027778,0.86,0.365108
2,0,108.994444,0.92,0.27825
2,0,107.9,0.99,0.252283
2,0,107.85,0.95,0.259747
2,0,107.783333,0.95,0.238246
2,0,107.15,0.96,0.232587
2,0,107.15,0.96,0.213786
0,0,108.666667,0.95,0.293782
2,0,107.2,0.89,0.206992
3,0,107.177778,0.89,0.206151
2,0,107.188889,0.89,0.221663
3,0,107.761111,0.89,0.223532
3,0,108.872222,0.89,0.278388
3,0,109.9,0.85,0.301675
2,0,111.161111,0.8,0.357602
2,0,112.322222,0.74,0.381644
2,0,114.038889,0.74,0.434812
2,0,117.2,0.62,0.495979
1,0,117.827778,0.56,0.495042
1,0,118.822222,0.5,0.502553
1,0,119.955556,0.45,0.515053
1,0,119.955556,0.46,0.518605
2,0,119,0.45,0.49039
2,0,118.844444,0.49,0.499792
2,0,117.755556,0.6,0.505678
2,0,116.227778,0.64,0.473721
1,0,113.838889,0.77,0.436008
1,0,113.838889,0.79,0.440935
1,0,112.011111,0.84,0.393388
1,0,110.65,0.88,0.356392
0,0,109.472222,0.92,0.323723
2,0,114.172222,0.79,0.451555
0,0,108.383333,0.96,0.292478
0,0,108.361111,0.93,0.256319
0,0,108.95,0.95,0.283272
1,0,109.894444,0.93,0.313289
0,0,112.672222,0.83,0.412785
1,0,114.75,0.77,0.464714
1,0,117.177778,0.72,0.525915
1,0,118.866667,0.65,0.554114
1,0,121.061111,0.52,0.569829
1,0,122.2,0.58,0.624353
1,0,122.777778,0.51,0.612221
1,0,123.683333,0.46,0.615482
1,0,124.883333,0.42,0.628951
1,0,124.883333,0.42,0.628951
1,0,123.655556,0.44,0.606339
1,0,123.794444,0.41,0.597193
1,0,117.561111,0.73,0.540777
2,0,117.711111,0.75,0.551701
2,0,116.183333,0.8,0.518514
2,0,116,0.76,0.501248
2,0,115.616667,0.76,0.489239
2,0,114.866667,0.81,0.478974
2,0,114.955556,0.8,0.479176
0,0,111.716667,0.78,0.371231
2,0,114.75,0.76,0.462088
2,0,113.677778,0.76,0.428497
1,0,111.65,0.84,0.381561
1,0,112.155556,0.75,0.378646
1,0,112.388889,0.8,0.39694
1,0,114.177778,0.8,0.454256
1,0,117.827778,0.72,0.545815
1,0,119.05,0.6,0.542544
1,0,120.988889,0.52,0.567875
1,0,122.244444,0.38,0.546413
1,0,122.266667,0.39,0.550922
1,0,123.688889,0.3,0.548161
1,0,123.838889,0.28,0.543145
1,0,123.838889,0.29,0.547389
1,0,123.716667,0.29,0.544582
1,0,122.777778,0.37,0.555459
1,0,122.127778,0.35,0.53173
1,0,118.072222,0.48,0.476095
1,0,115.95,0.58,0.448578
0,0,114.238889,0.67,0.423265
0,0,113.872222,0.66,0.409896
0,0,112.6,0.73,0.388004
0,0,111.438889,0.78,0.36243
2,0,110.338889,0.88,0.345981
0,0,109.361111,0.83,0.293076
0,0,108.85,0.89,0.284181
0,0,108.305556,0.89,0.267267
1,0,110.116667,0.85,0.333142
1,0,112.827778,0.72,0.392735
1,0,115.05,0.66,0.444697
1,0,117.338889,0.57,0.484553
1,0,120.094444,0.52,0.543675
1,0,122.116667,0.38,0.543274
1,0,122.844444,0.34,0.544886
1,0,123.883333,0.27,0.539907
1,0,124.755556,0.25,0.550811
1,0,123.955556,0.23,0.524483
1,0,124.994444,0.28,0.569473
1,0,124.816667,0.24,0.547753
1,0,124.95,0.26,0.559579
1,0,123.772222,0.28,0.541626
1,0,118.133333,0.56,0.503526
1,0,115.994444,0.62,0.461216
1,0,115.305556,0.68,0.457697
2,0,113.722222,0.75,0.427447
2,0,112.177778,0.83,0.396679
2,0,111.555556,0.83,0.376411
1,0,110.111111,0.81,0.32576
2,0,109.911111,0.89,0.33343
2,0,109.038889,0.92,0.278914
2,0,109.094444,0.94,0.314049
2,0,109.216667,0.98,0.324832
2,0,112.938889,0.89,0.43529
2,0,117.494444,0.66,0.516926
2,0,117.661111,0.74,0.547
2,0,118.733333,0.69,0.563536
3,0,118.1,0.73,0.557371
2,0,119.077778,0.77,0.601064
2,0,122.266667,0.54,0.610374
1,0,123.522222,0.46,0.611296
1,0,124.861111,0.33,0.588562
1,0,124.816667,0.32,0.583092
1,0,123.594444,0.32,0.554375
1,0,122.755556,0.32,0.534665
1,0,121.083333,0.4,0.525397
0,0,117.622222,0.51,0.47365
1,0,113.144444,0.7,0.397751
0,0,112.711111,0.72,0.389163
0,0,113.305556,0.64,0.388416
0,0,111.394444,0.72,0.348852
0,0,110.355556,0.78,0.328105
1,0,112.494444,0.73,0.384754
3,0,109.288889,0.84,0.30423
1,0,108.777778,0.86,0.278015
1,0,108.055556,0.93,0.276741
1,0,109.938889,0.92,0.339671
1,0,113.733333,0.73,0.422904
1,0,115.9,0.64,0.464153
1,0,117.777778,0.52,0.480996
1,0,119.977778,0.45,0.515626
1,0,121.966667,0.43,0.55914
1,0,122.733333,0.38,0.558422
1,0,122.844444,0.37,0.557085
1,0,124.794444,0.32,0.58257
1,0,125,0.33,0.59185
2,0,124.972222,0.39,0.617863
2,0,123.988889,0.35,0.576453
2,0,123.883333,0.41,0.599424
3,0,122.266667,0.49,0.590557
2,0,120.261111,0.54,0.555398
2,0,118.816667,0.57,0.525851
2,0,118.177778,0.53,0.495054
2,0,117.527778,0.54,0.480471
1,0,116.038889,0.59,0.453933
1,0,113.4,0.72,0.410254
2,0,110.872222,0.91,0.369634
2,0,112.755556,0.8,0.408688
3,0,114.238889,0.7,0.430869
2,0,114.511111,0.67,0.431357
2,0,113.688889,0.73,0.421536
2,0,115.977778,0.68,0.477799
2,0,117.638889,0.66,0.521194
2,0,119.883333,0.61,0.569817
2,0,122.461111,0.52,0.607708
2,0,123.411111,0.49,0.620909
2,0,122.383333,0.55,0.617556
2,0,120.877778,0.63,0.605748
2,0,121.95,0.59,0.621229
2,0,120.811111,0.6,0.5927
2,0,120.811111,0.58,0.585292
2,0,119.738889,0.61,0.565677
2,0,117.477778,0.66,0.516433
2,0,115.927778,0.72,0.487645
3,0,113.966667,0.81,0.449978
3,0,112.2,0.91,0.414776
4,0,111.138889,0.94,0.384648
3,0,110.738889,0.93,0.368924
3,0,110.533333,0.92,0.359987
3,0,110.022222,0.94,0.346087
3,0,112.255556,0.82,0.397031
3,0,109.977778,0.95,0.319718
3,0,109.955556,0.93,0.308136
3,0,109.372222,0.95,0.289732
3,0,109.883333,1,0.313478
3,0,109.883333,0.93,0.289432
3,0,109.855556,0.94,0.291891
3,0,109.955556,0.93,0.286188
2,0,109.977778,0.93,0.27989
2,0,110.911111,0.88,0.365129
2,0,111.161111,0.86,0.369522
3,0,111.205556,0.92,0.382961
2,0,112.1,0.86,0.400607
2,0,112.388889,0.85,0.407966
2,0,112.916667,0.82,0.418448
2,0,112.9,0.8,0.413316
2,0,112.872222,0.82,0.417009
2,0,113.866667,0.77,0.436883
2,0,112.744444,0.83,0.415138
2,0,112.683333,0.83,0.413147
2,0,112.566667,0.84,0.411583
2,0,112.138889,0.89,0.408377
3,0,112.638889,0.83,0.411699
2,0,112.638889,0.81,0.4072
2,0,112.522222,0.94,0.432417
2,0,112.611111,0.78,0.39957
2,0,112.055556,0.83,0.392698
2,0,112.422222,0.78,0.393586
2,0,112.061111,0.74,0.373557
2,0,112.177778,0.72,0.372835
2,0,112.322222,0.73,0.379451
2,0,112.433333,0.73,0.382872
2,0,114.027778,0.71,0.426978
2,0,115.977778,0.61,0.457891
1,0,117.288889,0.7,0.523162
1,0,117.872222,0.64,0.521726
2,0,117.972222,0.58,0.505451
2,0,119.005556,0.59,0.537895
1,0,120.05,0.59,0.567455
1,0,119.988889,0.58,0.562168
1,0,120.022222,0.59,0.566669
1,0,118.911111,0.66,0.558786
1,0,117.327778,0.72,0.530507
1,0,113.866667,0.92,0.473907
1,0,113.194444,0.92,0.450933
1,0,113.377778,0.92,0.457199
1,0,112.566667,0.96,0.438426
2,0,112.061111,0.93,0.414347
1,0,113.288889,0.95,0.461257
2,0,113.027778,0.93,0.447556
2,0,112.566667,0.93,0.431715
2,0,112.2,0.92,0.416947
1,0,112.661111,0.9,0.428199
1,0,114.822222,0.79,0.472266
1,0,117.538889,0.7,0.530727
1,0,119.933333,0.61,0.571249
1,0,120.094444,0.66,0.593751
1,0,121.977778,0.58,0.618103
1,0,122.777778,0.56,0.632493
1,0,122.777778,0.56,0.632493
1,0,122.955556,0.62,0.661946
1,0,123.866667,0.53,0.649985
1,0,123.933333,0.53,0.6518
1,0,123.883333,0.52,0.646187
1,0,123.888889,0.5,0.637833
2,0,122.494444,0.66,0.664666
2,0,119.644444,0.75,0.611924
2,0,117.666667,0.89,0.594342
2,0,117.572222,0.9,0.594293
1,0,115.944444,0.93,0.547755
1,0,114.883333,0.96,0.51925
1,0,114.844444,0.96,0.517893
1,0,113.788889,0.96,0.481067
4,0,112.688889,0.96,0.44269
4,0,112.155556,1,0.432738
4,0,111.588889,0.99,0.410502
4,0,112.644444,1,0.450142
1,0,115.983333,0.99,0.566162
1,0,118.638889,0.84,0.610461
1,0,122.111111,0.73,0.68089
1,0,123.794444,0.62,0.686137
1,0,123.966667,0.54,0.656974
1,0,124.977778,0.5,0.666907
1,0,125.072222,0.53,0.682817
1,0,126.077778,0.48,0.686993
1,0,127.2,0.44,0.697689
1,0,127.177778,0.47,0.713605
1,0,125.25,0.45,0.651703
1,0,124.072222,0.53,0.655583
1,0,122.261111,0.63,0.645884
1,0,120.366667,0.65,0.598169
1,0,117.827778,0.78,0.564855
1,0,116.644444,0.84,0.545139
1,0,116.027778,0.88,0.536354
1,0,114.466667,0.93,0.496988
1,0,114.377778,0.94,0.496493
2,0,114.361111,0.91,0.488249
1,0,113.8,0.96,0.481454
1,0,113.194444,0.96,0.460328
0,0,114.316667,0.87,0.476545
1,0,114.866667,0.84,0.486913
1,0,117.138889,0.76,0.536927
1,0,119.933333,0.68,0.596086
1,0,122.272222,0.64,0.650171
1,0,124.005556,0.58,0.675132
2,0,125.016667,0.46,0.650133
1,0,126.205556,0.42,0.662372
2,0,127.2,0.41,0.680992
2,0,127.244444,0.39,0.670989
2,0,127.733333,0.35,0.659624
2,0,127.733333,0.38,0.676124
2,0,127.705556,0.37,0.670005
2,0,127.15,0.37,0.658354
2,0,123.933333,0.53,0.6518
2,0,121.494444,0.65,0.631292
2,0,118.888889,0.78,0.598476
1,0,117.733333,0.89,0.596585
1,0,116.866667,0.88,0.564426
1,0,115.583333,0.9,0.527028
1,0,115.511111,0.93,0.532869
2,0,116.327778,0.92,0.558018
2,0,114.333333,0.93,0.492407
2,0,114.333333,0.93,0.492407
2,0,113.277778,0.96,0.463235
3,0,113.872222,0.93,0.476566
2,0,117.6,0.84,0.576435
2,0,121.738889,0.7,0.657819
2,0,122.844444,0.66,0.675008
2,0,125.016667,0.57,0.699116
2,0,126.088889,0.49,0.69193
2,0,127.066667,0.48,0.716484
2,0,127.616667,0.41,0.690056
2,0,127.55,0.39,0.677793
2,0,128.511111,0.33,0.664976
1,0,126.961111,0.42,0.681188
2,0,125.983333,0.48,0.684505
2,0,124.944444,0.51,0.670457
2,0,123.75,0.5,0.634125
2,0,122.188889,0.59,0.62799
2,0,118.888889,0.83,0.615287
2,0,118.866667,0.8,0.604488
2,0,118.344444,0.8,0.587756
2,0,117.705556,0.86,0.586196
1,0,117.794444,0.86,0.589138
1,0,115.972222,0.88,0.534494
2,0,115.572222,0.92,0.532196
2,0,115.483333,0.9,0.523646
1,0,114.483333,0.92,0.494982
2,0,116.016667,0.81,0.516025
1,0,117.805556,0.78,0.564151
1,0,119.933333,0.72,0.610279
1,0,122.244444,0.67,0.661238
1,0,122.844444,0.65,0.670941
1,0,125.972222,0.54,0.711951
1,0,126.133333,0.5,0.69776
1,0,127.777778,0.39,0.682604
1,0,127.572222,0.37,0.666822
1,0,127.338889,0.36,0.656575
2,0,127.361111,0.38,0.667663
1,0,126.966667,0.41,0.675833
1,0,124.688889,0.55,0.681166
2,0,122.6,0.64,0.659739
2,0,120.072222,0.73,0.618104
1,0,119.916667,0.69,0.599133
3,0,119.872222,0.71,0.604871
3,0,118.672222,0.76,0.584963
3,0,116.644444,0.9,0.562915
1,0,115.627778,0.9,0.528531
1,0,115.166667,0.96,0.529135
1,0,115.011111,0.9,0.507676
1,0,114.988889,0.9,0.506924
1,0,115.1,0.9,0.510682
1,0,116.005556,0.93,0.549855
2,0,117.138889,0.87,0.570485
2,0,119.738889,0.79,0.62892
2,0,122.527778,0.64,0.657631
2,0,123.755556,0.59,0.67233
2,0,125.472222,0.53,0.69371
2,0,127.161111,0.47,0.71375
2,0,127.2,0.47,0.714768
2,0,125.911111,0.53,0.705663
2,0,126.983333,0.51,0.731754
2,0,127.266667,0.51,0.739145
2,0,126.072222,0.5,0.696128
1,0,122.066667,0.65,0.648098
1,0,122.066667,0.65,0.648098
2,0,120.872222,0.64,0.609302
2,0,118.822222,0.84,0.616465
2,0,118.238889,0.85,0.600607
2,0,118.044444,0.86,0.597415
1,0,117.572222,0.88,0.588037
1,0,116.505556,0.91,0.561156
0,0,116.45,0.93,0.565123
1,0,114.905556,0.96,0.520025
1,0,114.816667,0.93,0.509012
1,0,114.266667,0.94,0.492657
1,0,115.911111,0.93,0.54661
1,0,119.661111,0.79,0.626442
1,0,121.655556,0.71,0.659152
1,0,123.75,0.59,0.672173
1,0,124.861111,0.59,0.703619
1,0,124.916667,0.54,0.683016
1,0,127.105556,0.47,0.712297
1,0,127.222222,0.54,0.755201
2,0,127.644444,0.48,0.73207
2,0,127.755556,0.49,0.740258
2,0,128.816667,0.43,0.731873
1,0,127.138889,0.44,0.695909
2,0,125.033333,0.58,0.704037
2,0,124.055556,0.62,0.693666
2,0,122.877778,0.71,0.696354
2,0,121.038889,0.74,0.651616
1,0,119.377778,0.81,0.624313
1,0,118.422222,0.87,0.613202
1,0,117.177778,0.93,0.590125
0,0,116.6,0.93,0.570276
0,0,115.2,0.66,0.44913
0,0,115.583333,0.96,0.543671
0,0,114.955556,0.96,0.521769
1,0,115.55,0.95,0.539741
1,0,117.577778,0.9,0.59448
1,0,119.85,0.84,0.650127
2,0,122.227778,0.69,0.668656
1,0,123.733333,0.67,0.705497
1,0,123.888889,0.59,0.676103
1,0,125.827778,0.55,0.712588
2,0,127.011111,0.52,0.738103
1,0,127.566667,0.5,0.741296
2,0,126.966667,0.45,0.697515
1,0,126.016667,0.45,0.67149
1,0,125.972222,0.43,0.661097
1,0,125.933333,0.42,0.655491
1,0,124.977778,0.44,0.64023
1,0,123.866667,0.47,0.624495
1,0,122.288889,0.53,0.607016
1,0,120.9,0.58,0.587792
1,0,117.655556,0.73,0.543685
0,0,118.494444,0.62,0.533306
0,0,116.916667,0.65,0.496843
0,0,115.294444,0.62,0.441031
0,0,116.955556,0.79,0.540238
0,0,113.638889,0.63,0.395719
0,0,112.477778,0.67,0.370914
0,0,111.905556,0.68,0.356024
0,0,112.555556,0.7,0.379931
0,0,114.8,0.56,0.410966
0,0,116.85,0.5,0.449895
0,0,118.816667,0.47,0.492357
0,0,121.016667,0.41,0.527476
0,0,122.583333,0.38,0.554737
0,0,123.822222,0.36,0.576688
1,0,124.905556,0.36,0.602914
1,0,125.916667,0.31,0.604325
1,0,126.133333,0.3,0.604725
1,0,126.111111,0.31,0.608859
1,0,126.205556,0.3,0.606397
1,0,127.127778,0.28,0.610168
1,0,125,0.36,0.6052
1,0,122.416667,0.51,0.602515
0,0,118.916667,0.56,0.525278
0,0,117.638889,0.64,0.514914
0,0,116.816667,0.72,0.514859
0,0,117.572222,0.78,0.556758
0,0,118.011111,0.81,0.580282
1,0,117.733333,0.79,0.565019
0,0,116.55,0.87,0.550883
0,0,116.527778,0.87,0.550144
0,0,115.655556,0.9,0.529471
0,0,117.111111,0.87,0.56956
0,0,118.8,0.78,0.595659
0,0,121.022222,0.69,0.63239
0,0,122.711111,0.62,0.654898
0,0,123.866667,0.55,0.658481
0,0,125.038889,0.5,0.668538
1,0,126.183333,0.47,0.685113
1,0,127.266667,0.44,0.699326
1,0,127.805556,0.43,0.706066
1,0,127.894444,0.43,0.708258
1,0,127.894444,0.45,0.720744
1,0,127.822222,0.45,0.718307
1,0,127.288889,0.46,0.711494
1,0,126.205556,0.5,0.699688
1,0,124.055556,0.56,0.667975
1,0,122.688889,0.62,0.654257
1,0,121.577778,0.65,0.633739
1,0,120.466667,0.68,0.612035
1,0,119.444444,0.73,0.598772
1,0,118.405556,0.78,0.583162
2,0,114.572222,0.8,0.466894
1,0,117.2,0.81,0.55415
1,0,115.994444,0.87,0.532391
1,0,114.638889,0.92,0.500299
1,0,116.95,0.87,0.564198
1,0,118.527778,0.74,0.573842
1,0,119.5,0.74,0.603954
1,0,120.794444,0.69,0.625538
1,0,123.483333,0.59,0.664625
2,0,124.433333,0.56,0.678465
2,0,125.566667,0.55,0.705384
2,0,124.633333,0.63,0.714712
1,0,123.511111,0.62,0.677966
1,0,122.477778,0.66,0.664173
1,0,122.527778,0.66,0.665651
1,0,121.1,0.68,0.630974
1,0,120.7,0.65,0.607959
1,0,118.566667,0.69,0.558522
2,0,117.111111,0.76,0.536057
2,0,114.977778,0.83,0.487886
2,0,114.955556,0.83,0.487162
2,0,114.577778,0.89,0.490426
3,0,114.327778,0.89,0.482015
2,0,114.305556,0.83,0.465989
0,0,113.283333,0.9,0.449242
2,0,113.222222,0.84,0.433054
2,0,113.177778,0.84,0.431599
2,0,112.716667,0.87,0.423287
2,0,112.644444,0.9,0.427635
2,0,113.75,0.83,0.447893
2,0,113.983333,0.82,0.453004
2,0,116.133333,0.72,0.493938
1,0,117.266667,0.67,0.513269
1,0,118.794444,0.57,0.52523
1,0,121.038889,0.53,0.572973
1,0,122.222222,0.46,0.577511
1,0,122.583333,0.48,0.594935
1,0,123.816667,0.41,0.597751
1,0,123.794444,0.41,0.597193
1,0,122.877778,0.43,0.582331
1,0,122.288889,0.46,0.579244
1,0,122.633333,0.44,0.580138
1,0,120.211111,0.59,0.572015
1,0,117.105556,0.72,0.523704
1,0,116.438889,0.76,0.514998
1,0,115.527778,0.76,0.486454
1,0,114.172222,0.84,0.464169
1,0,113.638889,0.87,0.453984
1,0,115.961111,0.88,0.534123
0,0,112.527778,0.93,0.430379
0,0,112.505556,0.93,0.429616
0,0,111.683333,0.94,0.403449
0,0,114.666667,0.88,0.490805
1,0,116.977778,0.82,0.550012
1,0,118.761111,0.77,0.591088
1,0,122.105556,0.59,0.625631
1,0,122.266667,0.59,0.630191
1,0,123.75,0.53,0.646808
1,0,124.905556,0.47,0.651679
1,0,125,0.47,0.65415
1,0,126.916667,0.41,0.674648
1,0,127.127778,0.44,0.695838
1,0,127.683333,0.43,0.703237
1,0,127.588889,0.42,0.695722
1,0,127.15,0.44,0.696336
1,0,126.088889,0.47,0.682642
1,0,123.916667,0.57,0.668375
1,0,120.922222,0.69,0.629382
1,0,119.788889,0.76,0.619946
1,0,118.755556,0.81,0.604266
0,0,117.566667,0.87,0.584724
0,0,116.527778,0.9,0.558969
0,0,116.177778,0.9,0.547132
1,0,115.372222,0.9,0.519889
1,0,114.816667,0.9,0.5011
1,0,115.477778,0.92,0.528969
1,0,117.022222,0.88,0.569632
1,0,118.755556,0.84,0.614282
1,0,122.105556,0.73,0.680718
1,0,124.927778,0.55,0.687757
1,0,126.111111,0.51,0.701814
1,0,127.211111,0.46,0.7094
1,0,127.844444,0.43,0.707126
1,0,128.866667,0.37,0.695949
1,0,128.755556,0.4,0.711258
2,0,128.916667,0.39,0.709546
1,0,127.588889,0.4,0.683777
2,0,127,0.42,0.682031
2,0,122.344444,0.63,0.648302
2,0,121.111111,0.59,0.597487
2,0,120.655556,0.82,0.669157
2,0,119.472222,0.71,0.592695
2,0,118.361111,0.77,0.578485
2,0,117.777778,0.84,0.582258
0,0,117.222222,0.81,0.554866
1,0,116.905556,0.8,0.541654
2,0,117.194444,0.92,0.587637
2,0,116.111111,0.92,0.550613
2,0,116.644444,0.9,0.562915
1,0,116.472222,0.89,0.554159
2,0,116.672222,0.87,0.554952
2,0,117.788889,0.84,0.582622
1,0,119.116667,0.78,0.605692
1,0,120.127778,0.81,0.648477
1,0,122.033333,0.72,0.674573
1,0,123.855556,0.62,0.687899
1,0,124.205556,0.65,0.710917
1,0,125.633333,0.6,0.730037
1,0,126.533333,0.49,0.703717
1,0,124.95,0.59,0.706135
1,0,127.566667,0.47,0.723781
1,0,126.361111,0.55,0.727303
1,0,125.994444,0.64,0.75883
1,0,124.861111,0.64,0.725746
1,0,123.8,0.65,0.699006
1,0,122.066667,0.73,0.679521
2,0,121.438889,0.81,0.690718
1,0,119.455556,0.86,0.644135
1,0,118.727778,0.87,0.623373
1,0,117.666667,0.93,0.606921
2,0,118.233333,0.96,0.636125
0,0,117.083333,0.93,0.586881
1,0,116.666667,0.93,0.572567
1,0,116.283333,0.96,0.568093
1,0,117.2,0.93,0.590889
2,0,117.85,0.9,0.603687
2,0,119.85,0.85,0.653661
1,0,122.155556,0.76,0.694089
2,0,122.738889,0.73,0.700221
1,0,124.833333,0.62,0.716094
1,0,126,0.6,0.74048
1,0,127.161111,0.54,0.753982
1,0,127.572222,0.53,0.759753
1,0,127.177778,0.54,0.754515
1,0,126.255556,0.59,0.743085
2,0,126.194444,0.57,0.73203
2,0,125.861111,0.6,0.736524
2,0,123.577778,0.7,0.713464
2,0,121.961111,0.78,0.695816
3,0,119.961111,0.84,0.653766
2,0,119.861111,0.88,0.664632
3,0,119.838889,0.9,0.670951
2,0,119.4,0.9,0.656108
1,0,119.305556,0.93,0.663223
2,0,119.472222,0.79,0.620424
1,0,118.311111,0.96,0.638838
2,0,117.733333,0.97,0.621837
2,0,117.627778,0.9,0.596171
2,0,117.711111,0.9,0.59899
2,0,119.911111,0.84,0.652129
2,0,120.905556,0.8,0.669814
2,0,122.666667,0.71,0.689928
2,0,122.783333,0.71,0.693479
2,0,124.816667,0.63,0.720031
1,0,126.016667,0.55,0.7178
1,0,127.127778,0.56,0.7647
1,0,127.055556,0.55,0.756886
1,0,127.222222,0.56,0.767168
1,0,127.6,0.53,0.761039
1,0,127.627778,0.52,0.755539
1,0,127.733333,0.53,0.764443
1,0,127.105556,0.54,0.752612
2,0,125.083333,0.63,0.727768
2,0,123.711111,0.7,0.717498
2,0,122.572222,0.74,0.699107
2,0,121.216667,0.84,0.694888
2,0,121.394444,0.77,0.674053
2,0,120.277778,0.79,0.646091
1,0,118.005556,0.96,0.628178
2,0,119.861111,0.79,0.632815
2,0,118.333333,0.87,0.610243
2,0,117.772222,0.91,0.60422
2,0,118.8,0.84,0.615738
1,0,118.916667,0.9,0.639762
1,0,122.116667,0.74,0.684997
1,0,123.794444,0.67,0.707314
1,0,126.016667,0.6,0.740955
1,0,126.45,0.54,0.725047
2,0,127.733333,0.53,0.764368
2,0,127.85,0.49,0.743132
2,0,128.805556,0.49,0.771053
2,0,128.866667,0.46,0.752353
2,0,129.827778,0.43,0.759802
2,0,129.288889,0.38,0.712492
2,0,128.938889,0.48,0.767854
3,0,127.272222,0.55,0.763017
3,0,125.333333,0.64,0.739531
3,0,122.688889,0.79,0.722913
2,0,122.066667,0.79,0.703088
1,0,120.955556,0.84,0.686336
1,0,119.333333,0.9,0.653853
1,0,119.238889,0.9,0.650659
2,0,119.716667,0.83,0.642251
1,0,118.705556,0.93,0.642611
1,0,117.666667,0.93,0.606921
1,0,117.25,0.96,0.601818
2,0,118.711111,0.9,0.63281
2,0,122,0.77,0.693132
2,0,123.672222,0.7,0.716321
2,0,126.044444,0.65,0.764925
1,0,127.25,0.54,0.756647
2,0,127.811111,0.44,0.712285
2,0,128.938889,0.4,0.716588
2,0,129.005556,0.4,0.717834
2,0,129.933333,0.39,0.735044
2,0,129.977778,0.37,0.723519
1,0,128.933333,0.4,0.716173
1,0,129.711111,0.36,0.710236
1,0,127.194444,0.44,0.69776
1,0,126.083333,0.54,0.714996
1,0,124.222222,0.59,0.685537
1,0,122.683333,0.66,0.670247
2,0,121.572222,0.71,0.656615
2,0,121.272222,0.73,0.655057
2,0,120.9,0.79,0.665916
2,0,120.95,0.77,0.660051
2,0,120.116667,0.87,0.669603
1,0,120.344444,0.79,0.648215
1,0,119.238889,0.82,0.623263
1,0,119.155556,0.81,0.617154
2,0,119.916667,0.79,0.634585
1,0,120.05,0.78,0.635264
2,0,122.75,0.7,0.688415
1,0,123.872222,0.66,0.705376
1,0,126.044444,0.6,0.741746
1,0,126.972222,0.56,0.760458
1,0,127.733333,0.55,0.777425
1,0,128.822222,0.5,0.77697
1,0,129.65,0.45,0.767489
1,0,129.788889,0.46,0.780073
2,0,128.6,0.5,0.770888
2,0,128.633333,0.49,0.76597
1,0,128.527778,0.5,0.769553
1,0,126.911111,0.53,0.740765
2,0,125.977778,0.58,0.730599
2,0,122.75,0.74,0.704613
3,0,123.722222,0.7,0.717834
3,0,123.061111,0.72,0.706039
2,0,121.938889,0.77,0.691207
2,0,120.9,0.85,0.688237
2,0,120.961111,0.66,0.619359
2,0,119.372222,0.93,0.665513
2,0,119.35,0.9,0.654417
2,0,118.955556,0.9,0.641077
2,0,120.955556,0.75,0.652766
2,0,121.022222,0.74,0.6511
2,0,122.166667,0.73,0.6826
2,0,123.705556,0.67,0.704671
2,0,125.833333,0.56,0.71734
1,0,127.077778,0.52,0.739906
1,0,127.777778,0.47,0.729232
1,0,128.888889,0.44,0.740195
1,0,129.772222,0.43,0.757822
1,0,128.938889,0.46,0.754518
1,0,130,0.43,0.764256
1,0,128.983333,0.45,0.749709
1,0,128.888889,0.46,0.753435
1,0,127.777778,0.49,0.741658
1,0,126.122222,0.55,0.720712
1,0,124.883333,0.59,0.704248
2,0,124.333333,0.59,0.688682
1,0,123.222222,0.61,0.665502
1,0,122.661111,0.56,0.629254
1,0,121.644444,0.6,0.616434
0,0,119,0.91,0.645962
1,0,120.466667,0.67,0.608392
2,0,119.838889,0.7,0.600325
2,0,119.566667,0.74,0.606019
2,0,119.861111,0.7,0.600997
2,0,122.111111,0.65,0.649403
2,0,123.661111,0.6,0.673868
2,0,124.905556,0.63,0.72261
1,0,127.083333,0.57,0.769058
2,0,124.388889,0.71,0.742349
1,0,127.327778,0.57,0.776821
1,0,125.705556,0.62,0.741245
1,0,127.388889,0.59,0.791277
1,0,128.583333,0.51,0.777297
1,0,128.661111,0.44,0.734499
2,0,127.8,0.46,0.724055
2,0,127.2,0.48,0.719923
2,0,126.088889,0.57,0.72908
2,0,123.983333,0.68,0.717198
2,0,122.2,0.75,0.69153
2,0,121.138889,0.83,0.688578
2,0,120.105556,0.84,0.658497
2,0,119.005556,0.92,0.649534
1,0,118.333333,0.93,0.629823
2,0,115.611111,0.88,0.52241
0,0,118.244444,0.97,0.63976
0,0,117.688889,0.93,0.607684
1,0,117.261111,0.97,0.605278
1,0,117.688889,0.97,0.620279
1,0,119.822222,0.85,0.652746
2,0,120.833333,0.8,0.6675
2,0,122.105556,0.69,0.664979
2,0,122.661111,0.67,0.673624
2,0,123.633333,0.63,0.685698
2,0,123.75,0.59,0.672173
2,0,124.505556,0.57,0.684832
1,0,118.511111,0.86,0.612866
2,0,120.838889,0.8,0.667678
2,0,121.9,0.74,0.678287
2,0,120.144444,0.72,0.616742
1,0,119.838889,0.73,0.610919
2,0,118.794444,0.73,0.578756
2,0,117.883333,0.77,0.563432
