1,2,3,4,5
3,0,113.944444,0.89,0.469119
3,0,112.916667,0.95,0.448337
3,0,112.894444,0.95,0.447566
3,0,112.4,0.98,0.437026
0,0,112.266667,0.99,0.43451
2,0,112.222222,0.96,0.426409
2,0,111.25,0.96,0.39249
2,0,111.527778,0.96,0.402181
4,0,111.538889,0.96,0.402569
4,0,109.438889,0.96,0.319031
3,0,111.438889,0.96,0.39908
3,0,111.394444,0.96,0.397529
3,0,111.527778,0.96,0.402181
4,0,111.95,0.93,0.41053
4,0,111.972222,1,0.426211
4,0,112.633333,0.96,0.440752
3,0,112.755556,0.96,0.445016
3,0,113.844444,0.9,0.468219
3,0,113.172222,0.94,0.454863
2,0,115.066667,0.86,0.498827
1,0,117.244444,0.75,0.537164
1,0,116.316667,0.76,0.511169
1,0,117.383333,0.74,0.538397
2,0,115.272222,0.76,0.478448
1,0,117.455556,0.72,0.534419
1,0,116.222222,0.77,0.511097
1,0,115.083333,0.82,0.48864
1,0,113.994444,0.88,0.46831
1,0,112.172222,0.92,0.415998
4,0,111.088889,0.95,0.384895
4,0,111.094444,0.95,0.385088
4,0,109.883333,0.96,0.34481
0,0,109.355556,0.96,0.313798
0,0,109.861111,0.96,0.344034
4,0,108.272222,0.99,0.293019
4,0,108.866667,0.96,0.30934
4,0,108.816667,0.96,0.307596
4,0,107.155556,1,0.254738
4,0,108.85,0.99,0.313485
4,0,111.177778,0.93,0.384001
2,0,112.388889,0.98,0.436634
2,0,114.144444,0.88,0.47333
1,0,117.1,0.72,0.523534
1,0,118.938889,0.64,0.552864
1,0,117.916667,0.68,0.53578
1,0,119.983333,0.53,0.544226
1,0,120.072222,0.62,0.578803
1,0,120.072222,0.56,0.557365
1,0,120.083333,0.58,0.564824
1,0,119.088889,0.63,0.553845
1,0,117.45,0.62,0.503188
1,0,115.566667,0.74,0.482131
0,0,112.494444,0.91,0.424786
0,0,112.244444,0.89,0.411928
0,0,111.416667,0.92,0.390176
0,0,110.555556,0.95,0.366383
0,0,110.466667,0.93,0.359572
1,0,110.25,0.95,0.355778
0,0,109.355556,0.96,0.326397
4,0,108.311111,0.96,0.289958
4,0,108.811111,0.96,0.307402
4,0,108.733333,0.93,0.286283
1,0,111.933333,0.93,0.409958
1,0,114.516667,0.84,0.47545
1,0,118.733333,0.68,0.560202
1,0,120.027778,0.6,0.570391
1,0,121.038889,0.55,0.580463
1,0,120.738889,0.46,0.538962
1,0,122.316667,0.48,0.58791
1,0,122.111111,0.5,0.590367
1,0,122.733333,0.38,0.558422
1,0,122.777778,0.37,0.555459
1,0,121.216667,0.41,0.532496
1,0,120.183333,0.45,0.520932
1,0,118.011111,0.68,0.538604
1,0,117.422222,0.65,0.511691
1,0,113.961111,0.82,0.452284
1,0,113.288889,0.89,0.447065
1,0,112.322222,0.89,0.414544
1,0,111.116667,0.95,0.385859
1,0,110.533333,0.95,0.365612
0,0,112.383333,0.8,0.396762
1,0,109.861111,0.96,0.344034
1,0,108.872222,0.95,0.307955
1,0,108.672222,0.94,0.299469
4,0,107.688889,1,0.273724
0,0,110.911111,0.99,0.386493
0,0,114.838889,0.82,0.480721
0,0,118.8,0.65,0.552156
0,0,121.094444,0.49,0.559467
1,0,122.027778,0.49,0.584221
1,0,122.827778,0.47,0.597312
1,0,122.916667,0.37,0.558846
1,0,123.916667,0.37,0.583232
1,0,123.911111,0.4,0.595865
1,0,123.933333,0.37,0.583638
1,0,123.916667,0.32,0.561946
1,0,122.822222,0.44,0.584979
1,0,121.227778,0.48,0.559225
1,0,119.077778,0.51,0.512773
1,0,117.061111,0.63,0.495011
0,0,114.905556,0.72,0.456348
0,0,113.083333,0.87,0.435492
0,0,112.711111,0.89,0.427627
0,0,112.127778,0.89,0.408003
0,0,111.811111,0.84,0.386838
0,0,112.016667,0.8,0.385014
0,0,112.044444,0.8,0.385904
1,0,110.627778,0.86,0.351864
0,0,109.911111,0.99,0.329425
2,0,112.555556,0.9,0.424629
1,0,115.005556,0.78,0.475436
1,0,117.338889,0.74,0.53702
1,0,119.1,0.67,0.567767
1,0,121.261111,0.57,0.594163
1,0,122.411111,0.54,0.614333
2,0,122.938889,0.5,0.612468
2,0,123.927778,0.47,0.626094
2,0,123.961111,0.47,0.626966
2,0,123.961111,0.38,0.588581
2,0,123.111111,0.42,0.584156
2,0,122.822222,0.44,0.584979
2,0,121.111111,0.47,0.552393
2,0,118.188889,0.58,0.511544
2,0,116.016667,0.72,0.490366
1,0,115.466667,0.72,0.473527
1,0,114.605556,0.76,0.457563
0,0,113.311111,0.82,0.431227
0,0,112.733333,0.83,0.414776
1,0,113.788889,0.77,0.434433
1,0,110.577778,0.88,0.353975
1,0,110.483333,0.92,0.358278
1,0,110.288889,0.91,0.349802
0,0,109.972222,0.92,0.340811
2,0,113.638889,0.9,0.461267
2,0,116.738889,0.74,0.518437
2,0,118.838889,0.65,0.553298
2,0,121.161111,0.59,0.598902
2,0,122.588889,0.53,0.615186
2,0,122.894444,0.48,0.603131
2,0,124.005556,0.47,0.628129
2,0,124.005556,0.35,0.576853
2,0,123.977778,0.44,0.614598
2,0,125.044444,0.32,0.588444
2,0,124.077778,0.35,0.578589
2,0,122.383333,0.45,0.577714
2,0,121.205556,0.52,0.573738
2,0,118.261111,0.62,0.526577
2,0,117.2,0.67,0.511287
1,0,115.994444,0.75,0.498227
0,0,115.961111,0.79,0.508553
2,0,115.444444,0.72,0.472847
1,0,114.372222,0.75,0.447695
2,0,113.605556,0.9,0.46014
1,0,112.822222,0.82,0.415389
1,0,112.75,0.83,0.415319
1,0,111.416667,0.92,0.390176
1,0,112.333333,0.86,0.408332
2,0,114.905556,0.78,0.472268
2,0,115.894444,0.74,0.492283
2,0,117.227778,0.72,0.527446
2,0,117.827778,0.73,0.548989
2,0,117.916667,0.72,0.548537
2,0,119.055556,0.67,0.566445
2,0,120.144444,0.67,0.598814
2,0,120.261111,0.62,0.584249
2,0,121.205556,0.62,0.611483
